0.001,100,0.1053837487583971,0.012139442811656556,0.008756303390133691
0.005,100,0.4355782848018109,0.04604339450593498,0.02999579340772667
0.01,100,0.6991340946631813,0.06893460183927753,0.038846226579706565
0.05,100,1.090293764533245,0.11222903150634822,0.017776945124033144
0.1,100,1.0964346002127265,0.12447561694661016,0.00554409869085255
0.5,100,1.0964608113924048,0.12861719903393012,0.00140251718600574
1.0,100,1.096460811392405,0.1286172323233801,0.0014024838965589126
5.0,100,1.0262198455597712e+73,1.4237235999445066e+88,1.4237235999445066e+88
10.0,100,1.6034395745261256e+106,2.1331104287447586e+121,2.1331104287447595e+121
0.67,100,1.096460811392405,0.1286172321775171,0.0014024840424187353
